PF00096 | CL0361
PF08774 | CL0236
PF12215 | CL0103
PF02144 | CL0060
PF02966 | CL0172
PF09468 | CL0123
PF10390 | CL0123
PF06831 | CL0303
PF20638 | CL0072
PF05351 | CL0159
PF16987 | CL0589
PF05179 | CL0023
PF18141 | CL0105
PF06237 | CL0015
PF06859 | CL0063
PF01777 | CL0010
PF02627 | CL0423
PF03639 | CL0103
PF03834 | CL0236
PF06912 | CL0142
PF06738 | CL0470
PF03066 | CL0055
PF18112 | CL0361
PF00965 | CL0353
PF05694 | CL0186
PF10392 | CL0020
PF00861 | CL0267
PF11931 | CL0361
PF12928 | CL0476
PF10191 | CL0020
PF12762 | CL0219
PF06454 | CL0192
PF12689 | CL0137
PF09173 | CL0740
PF21998 | CL0266
PF04719 | CL0012
PF15801 | CL0175
PF18039 | CL0214
PF14893 | CL0523
PF17927 | CL0063
PF07893 | CL0186
PF13383 | CL0063
PF08517 | CL0363
PF01907 | CL0167
PF10274 | CL0020
PF11789 | CL0229
PF07574 | CL0123
PF18826 | CL0267
PF13577 | CL0051
PF17753 | CL0159
PF02598 | CL0098
PF09265 | CL0277
PF08551 | CL0207
PF21343 | CL0087
PF08920 | CL0462
PF08149 | CL0186
PF15288 | CL0511
PF10369 | CL0070
PF06003 | CL0010
PF06984 | CL0346
PF14237 | CL0673
PF01087 | CL0265
PF10520 | CL0713
PF21115 | CL0214
PF21547 | CL0020
PF13869 | CL0261
PF10320 | CL0192
PF06244 | CL0114
PF08294 | CL0051
PF01912 | CL0197
PF18553 | CL0123
PF10516 | CL0020
PF04826 | CL0020
PF10447 | CL0021
PF02078 | CL0063
PF13932 | CL0003
PF01922 | CL0123
PF05645 | CL0123
PF20174 | CL0125
PF10347 | CL0760
PF21369 | CL0229
PF10637 | CL0029
PF04831 | CL0029
PF14629 | CL0671
PF07039 | CL0010
PF07691 | CL0301
PF15405 | CL0266
PF08511 | CL0174
PF17888 | CL0266
PF03447 | CL0063
PF17745 | CL0662
PF21972 | CL0497
PF12584 | CL0212
PF01670 | CL0004
PF21170 | CL0020
PF03800 | CL0188
PF08414 | CL0220
PF10396 | CL0289
PF14699 | CL0026
PF20770 | CL0186
PF12220 | CL0221
PF01987 | CL0029
PF13603 | CL0039
PF08839 | CL0123
PF06229 | CL0066
PF03577 | CL0052
PF09346 | CL0526
PF13553 | CL0661
PF00275 | CL0290
PF00372 | CL0205
PF04106 | CL0072
PF03190 | CL0172
PF12656 | CL0449
PF14200 | CL0066
PF03767 | CL0137
PF05042 | CL0220
PF10213 | CL0337
PF04504 | CL0123
PF17168 | CL0103
PF05282 | CL0020
PF04539 | CL0123
PF11605 | CL0266
PF21933 | CL0123
PF00742 | CL0139
PF04921 | CL0072
PF16482 | CL0196
PF03011 | CL0195
PF05444 | CL0117
PF20144 | CL0159
PF13016 | CL0482
PF02789 | CL0223
PF14853 | CL0020
PF20309 | CL0498
PF04722 | CL0031
PF05793 | CL0123
PF05871 | CL0123
PF13369 | CL0125
PF09296 | CL0261
PF17004 | CL0020
PF18375 | CL0123
PF12850 | CL0163
PF13506 | CL0110
PF13661 | CL0029
PF14881 | CL0063
PF12240 | CL0145
PF21195 | CL0001
PF09469 | CL0072
PF05089 | CL0036
PF10168 | CL0186
PF01036 | CL0192
PF18503 | CL0123
PF00290 | CL0036
PF08221 | CL0123
PF07247 | CL0149
PF02077 | CL0131
PF20262 | CL0020
PF01085 | CL0170
PF10435 | CL0369
PF05995 | CL0029
PF01780 | CL0167
PF12371 | CL0159
PF16978 | CL0072
PF16064 | CL0123
PF08292 | CL0021
PF21260 | CL0369
PF21149 | CL0063
PF09759 | CL0020
PF14312 | CL0186
PF19280 | CL0701
PF06110 | CL0172
PF12745 | CL0458
PF04558 | CL0279
PF02970 | CL0743
PF19088 | CL0260
PF10348 | CL0328
PF03723 | CL0159
PF08790 | CL0361
PF17120 | CL0229
PF03997 | CL0596
PF04788 | CL0048
PF02009 | CL0656
PF08938 | CL0214
PF03051 | CL0125
PF12022 | CL0020
PF08567 | CL0266
PF17683 | CL0662
PF21138 | CL0105
PF16757 | CL0369
PF01450 | CL0106
PF10334 | CL0307
PF10192 | CL0192
PF05375 | CL0451
PF21762 | CL0219
PF02100 | CL0257
PF08267 | CL0036
PF08672 | CL0123
PF20516 | CL0236
PF18738 | CL0291
PF15663 | CL0537
PF20010 | CL0737
PF00457 | CL0004
PF12580 | CL0159
PF08234 | CL0724
PF16131 | CL0537
PF04607 | CL0260
PF04598 | CL0293
PF02423 | CL0063
PF08615 | CL0662
PF07757 | CL0063
PF18947 | CL0681
PF21299 | CL0750
PF05608 | CL0125
PF21639 | CL0671
PF01791 | CL0036
PF09045 | CL0614
PF12051 | CL0181
PF16529 | CL0186
PF21289 | CL0020
PF18121 | CL0123
PF13329 | CL0760
PF07800 | CL0229
PF05116 | CL0137
PF14617 | CL0023
PF03540 | CL0012
PF10017 | CL0063
PF04545 | CL0123
PF18078 | CL0172
PF21236 | CL0021
PF12657 | CL0186
PF08661 | CL0021
PF18564 | CL0369
PF22274 | CL0268
PF08245 | CL0023
PF01928 | CL0273
PF03644 | CL0036
PF02744 | CL0265
PF13859 | CL0186
PF02290 | CL0623
PF07959 | CL0536
PF02019 | CL0159
PF21093 | CL0020
PF18695 | CL0154
PF08152 | CL0221
PF08592 | CL0430
PF14705 | CL0123
PF07555 | CL0036
PF16953 | CL0280
PF05181 | CL0123
PF00218 | CL0036
PF01368 | CL0137
PF13185 | CL0161
PF05129 | CL0167
PF21223 | CL0159
PF20989 | CL0159
PF20652 | CL0020
PF08167 | CL0020
PF07350 | CL0029
PF03962 | CL0123
PF20518 | CL0020
PF14593 | CL0266
PF16278 | CL0361
PF12002 | CL0604
PF09398 | CL0561
PF01238 | CL0029
PF07855 | CL0651
PF21521 | CL0220
PF17877 | CL0021
PF21792 | CL0266
PF10483 | CL0023
PF01177 | CL0399
PF17833 | CL0668
PF17773 | CL0622
PF12043 | CL0395
PF16497 | CL0343
PF06824 | CL0059
PF07281 | CL0798
PF21316 | CL0202
PF04110 | CL0072
PF00815 | CL0099
PF01174 | CL0014
PF14655 | CL0186
PF06045 | CL0103
PF01216 | CL0172
PF22248 | CL0448
PF05206 | CL0063
PF21719 | CL0020
PF07975 | CL0229
PF03821 | CL0347
PF17778 | CL0123
PF18791 | CL0022
PF05536 | CL0020
PF14603 | CL0010
PF10629 | CL0817
PF20645 | CL0065
PF19745 | CL0113
PF21789 | CL0219
PF18439 | CL0361
PF15906 | CL0229
PF20927 | CL0020
PF19032 | CL0431
PF10644 | CL0063
PF18118 | CL0123
PF19304 | CL0697
PF21696 | CL0072
PF03657 | CL0178
PF02430 | CL0168
PF14852 | CL0020
PF01729 | CL0036
PF09995 | CL0090
PF03405 | CL0044
PF14437 | CL0109
PF20400 | CL0145
PF02152 | CL0334
PF21161 | CL0220
PF12680 | CL0051
PF06972 | CL0214
PF03870 | CL0021
PF04710 | CL0357
PF13324 | CL0705
PF21238 | CL0649
PF21712 | CL0072
PF13805 | CL0145
PF01878 | CL0178
PF03629 | CL0264
PF00837 | CL0172
PF17866 | CL0671
PF03893 | CL0028
PF12044 | CL0126
PF06105 | CL0472
PF04601 | CL0066
PF08209 | CL0361
PF11470 | CL0072
PF06534 | CL0741
PF16979 | CL0266
PF01599 | CL0167
PF10363 | CL0020
PF04450 | CL0126
PF05044 | CL0123
PF20268 | CL0437
PF20399 | CL0266
PF16981 | CL0083
PF09138 | CL0072
PF10276 | CL0045
PF19518 | CL0023
PF11788 | CL0261
PF01872 | CL0387
PF12271 | CL0192
PF21729 | CL0063
PF17794 | CL0666
PF02128 | CL0126
PF01531 | CL0113
PF05172 | CL0221
PF05918 | CL0020
PF07857 | CL0184
PF06487 | CL0072
PF20644 | CL0065
PF08695 | CL0051
PF12814 | CL0266
PF03665 | CL0366
PF13897 | CL0521
PF02022 | CL0123
PF02275 | CL0052
PF03632 | CL0059
PF08746 | CL0229
PF02098 | CL0116
PF09297 | CL0167
PF10317 | CL0192
PF00589 | CL0382
PF07803 | CL0375
PF05055 | CL0133
PF14719 | CL0266
PF01234 | CL0063
PF21315 | CL0123
PF17034 | CL0229
PF10474 | CL0020
PF09451 | CL0226
PF08527 | CL0073
PF01795 | CL0063
PF15916 | CL0261
PF06052 | CL0029
PF09631 | CL0236
PF16515 | CL0705
PF08670 | CL0183
PF16193 | CL0671
PF04266 | CL0178
PF19424 | CL0020
PF19520 | CL0186
PF01828 | CL0004
PF21936 | CL0167
PF08063 | CL0167
PF05633 | CL0133
PF22215 | CL0792
PF04603 | CL0619
PF04493 | CL0219
PF17863 | CL0671
PF01680 | CL0036
PF11543 | CL0072
PF14759 | CL0608
PF21137 | CL0361
PF02548 | CL0036
PF20408 | CL0028
PF08458 | CL0266
PF02295 | CL0123
PF00717 | CL0299
PF07786 | CL0316
PF20258 | CL0740
PF07991 | CL0063
PF09752 | CL0028
PF18266 | CL0105
PF18210 | CL0208
PF01844 | CL0263
PF02093 | CL0148
PF20049 | CL0027
PF07147 | CL0236
PF11515 | CL0010
PF05060 | CL0110
PF02186 | CL0123
PF18012 | CL0266
PF16562 | CL0159
PF10577 | CL0661
PF07944 | CL0059
PF18325 | CL0314
PF08914 | CL0123
PF14498 | CL0103
PF08553 | CL0186
PF08417 | CL0209
PF16017 | CL0033
PF20666 | CL0020
PF16297 | CL0523
PF10639 | CL0184
PF21126 | CL0745
PF10264 | CL0123
PF21877 | CL0266
PF11265 | CL0128
PF21909 | CL0702
PF12315 | CL0126
PF21029 | CL0186
PF17913 | CL0357
PF02749 | CL0105
PF18371 | CL0277
PF18396 | CL0072
PF08558 | CL0020
PF22970 | CL0081
PF18384 | CL0537
PF16534 | CL0072
PF16077 | CL0079
PF01927 | CL0280
PF06093 | CL0167
PF16686 | CL0021
PF09494 | CL0123
PF20259 | CL0350
PF09804 | CL0330
PF17815 | CL0466
PF21045 | CL0020
PF21108 | CL0671
PF18386 | CL0123
PF09103 | CL0021
PF10223 | CL0036
PF05899 | CL0029
PF04622 | CL0029
PF16512 | CL0584
PF21136 | CL0123
PF05051 | CL0351
PF20665 | CL0020
PF03583 | CL0028
PF01869 | CL0108
PF14031 | CL0105
PF00697 | CL0036
PF12372 | CL0020
PF17875 | CL0021
PF08531 | CL0202
PF11699 | CL0029
PF17538 | CL0123
PF08169 | CL0010
PF10508 | CL0020
PF18561 | CL0214
PF18797 | CL0020
PF03239 | CL0292
PF17136 | CL0010
PF16093 | CL0765
PF02157 | CL0226
PF05768 | CL0172
PF05270 | CL0066
PF01020 | CL0167
PF05486 | CL0623
PF18432 | CL0159
PF13251 | CL0020
PF21473 | CL0021
PF15965 | CL0361
PF12481 | CL0052
PF08631 | CL0020
PF21206 | CL0123
PF20723 | CL0229
PF02597 | CL0072
PF16864 | CL0123
PF21801 | CL0072
PF02939 | CL0429
PF03921 | CL0159
PF09007 | CL0466
PF12530 | CL0020
PF01643 | CL0050
PF08612 | CL0273
PF21539 | CL0208
PF18770 | CL0020
PF08526 | CL0026
PF12143 | CL0122
PF20791 | CL0050
PF02525 | CL0042
PF08032 | CL0101
PF04248 | CL0080
PF00265 | CL0023
PF07106 | CL0123
PF05676 | CL0351
PF15630 | CL0012
PF05827 | CL0721
PF02151 | CL0671
PF16035 | CL0560
PF17121 | CL0229
PF21728 | CL0306
PF06136 | CL0072
PF03091 | CL0089
PF08538 | CL0028
PF18387 | CL0361
PF07821 | CL0369
PF01396 | CL0167
PF09637 | CL0273
PF08768 | CL0116
PF11635 | CL0186
PF01634 | CL0177
PF02222 | CL0179
PF05460 | CL0065
PF06951 | CL0629
PF16508 | CL0459
PF19327 | CL0265
PF09807 | CL0023
PF17981 | CL0229
PF05592 | CL0004
PF18786 | CL0020
PF21953 | CL0781
PF20692 | CL0023
PF07000 | CL0280
PF13434 | CL0063
PF03762 | CL0568
PF16564 | CL0081
PF08443 | CL0179
PF07092 | CL0159
PF15966 | CL0271
PF21038 | CL0202
PF14727 | CL0186
PF21744 | CL0010
PF17450 | CL0369
PF09302 | CL0777
PF12148 | CL0010
PF18271 | CL0004
PF04864 | CL0061
PF12971 | CL0546
PF01122 | CL0059
PF13598 | CL0287
PF14678 | CL0020
PF04681 | CL0293
PF13292 | CL0254
PF21366 | CL0361
PF06079 | CL0143
PF19704 | CL0020
PF02581 | CL0036
PF19743 | CL0159
PF09260 | CL0369
PF06075 | CL0021
PF10189 | CL0020
PF03932 | CL0036
PF10487 | CL0020
PF09754 | CL0408
PF09825 | CL0014
PF16531 | CL0777
PF01909 | CL0260
PF14815 | CL0261
PF08627 | CL0184
PF09162 | CL0221
PF11968 | CL0063
PF21202 | CL0229
PF01960 | CL0635
PF21242 | CL0266
PF04952 | CL0105
PF14680 | CL0020
PF23021 | CL0015
PF18589 | CL0159
PF21743 | CL0010
PF21147 | CL0214
PF00811 | CL0048
PF06060 | CL0020
PF09764 | CL0125
PF02569 | CL0039
PF04904 | CL0003
PF00148 | CL0043
PF04982 | CL0307
PF20515 | CL0029
PF08445 | CL0257
PF18115 | CL0010
PF01731 | CL0186
PF03125 | CL0192
PF17769 | CL0105
PF09415 | CL0012
PF21964 | CL0671
PF05301 | CL0257
PF00475 | CL0329
PF05544 | CL0288
PF14721 | CL0608
PF08600 | CL0417
PF22660 | CL0063
PF03214 | CL0110
PF03474 | CL0214
PF01503 | CL0231
PF10344 | CL0760
PF01834 | CL0202
PF13341 | CL0229
PF16810 | CL0807
PF18806 | CL0020
PF02811 | CL0036
PF11547 | CL0214
PF21710 | CL0021
PF12861 | CL0229
PF14444 | CL0021
PF00154 | CL0023
PF14602 | CL0536
PF20180 | CL0491
PF12224 | CL0286
PF21308 | CL0164
PF09830 | CL0265
PF23022 | CL0015
PF03795 | CL0032
PF14061 | CL0010
PF18891 | CL0208
PF16553 | CL0123
PF14545 | CL0159
PF02118 | CL0192
PF02368 | CL0159
PF13336 | CL0063
PF02774 | CL0139
PF08925 | CL0615
PF06730 | CL0145
PF18131 | CL0361
PF20023 | CL0020
PF13398 | CL0126
PF10503 | CL0028
PF16760 | CL0576
PF18193 | CL0001
PF03417 | CL0052
PF14676 | CL0020
PF02950 | CL0083
PF21090 | CL0023
PF00502 | CL0090
PF10243 | CL0188
PF13325 | CL0123
PF08029 | CL0089
PF00449 | CL0036
PF11274 | CL0209
PF17808 | CL0159
PF02112 | CL0381
PF05176 | CL0172
PF01951 | CL0319
PF06241 | CL0582
PF05889 | CL0061
PF07914 | CL0016
PF21364 | CL0001
PF20932 | CL0196
PF14909 | CL0154
PF16698 | CL0750
PF03754 | CL0405
PF14675 | CL0020
PF05825 | CL0451
PF07999 | CL0023
PF09295 | CL0020
PF08806 | CL0172
PF02681 | CL0525
PF05609 | CL0023
PF06941 | CL0137
PF10247 | CL0500
PF10292 | CL0192
PF02431 | CL0560
PF10154 | CL0223
PF06413 | CL0123
PF22623 | CL0537
PF01200 | CL0021
PF16719 | CL0010
PF09756 | CL0123
PF10356 | CL0236
PF07478 | CL0179
PF10528 | CL0301
PF12138 | CL0036
PF00391 | CL0364
PF18108 | CL0172
PF06151 | CL0176
PF05426 | CL0059
PF05292 | CL0257
PF12519 | CL0193
PF20691 | CL0110
PF03537 | CL0036
PF20720 | CL0023
PF20500 | CL0020
PF04179 | CL0031
PF10037 | CL0020
PF00726 | CL0053
PF14745 | CL0715
PF01107 | CL0571
PF07249 | CL0199
PF05023 | CL0125
PF03924 | CL0165
PF21039 | CL0361
PF09419 | CL0137
PF02550 | CL0063
PF21413 | CL0190
PF12328 | CL0441
PF18111 | CL0154
PF03604 | CL0167
PF21875 | CL0220
PF01343 | CL0127
PF09496 | CL0724
PF21050 | CL0020
PF02267 | CL0498
PF13402 | CL0126
PF16557 | CL0123
PF15072 | CL0021
PF13841 | CL0075
PF01226 | CL0716
PF04842 | CL0484
PF10501 | CL0314
PF22073 | CL0159
PF21049 | CL0020
PF11793 | CL0229
PF11618 | CL0154
PF19687 | CL0123
PF02929 | CL0103
PF16858 | CL0123
PF18574 | CL0361
PF03261 | CL0065
PF02110 | CL0118
PF16045 | CL0561
PF06172 | CL0029
PF03928 | CL0161
PF02348 | CL0110
PF08163 | CL0020
PF18116 | CL0266
PF16317 | CL0036
PF05005 | CL0764
PF02057 | CL0036
PF10229 | CL0529
PF18036 | CL0072
PF01128 | CL0110
PF14780 | CL0732
PF12766 | CL0336
PF17872 | CL0671
PF16796 | CL0023
PF17979 | CL0361
PF21237 | CL0747
PF20502 | CL0020
PF05053 | CL0125
PF09778 | CL0125
PF20926 | CL0020
PF01464 | CL0037
PF08208 | CL0662
PF01078 | CL0023
PF18289 | CL0548
PF13452 | CL0050
PF21520 | CL0159
PF18158 | CL0544
PF16092 | CL0257
PF21243 | CL0459
PF02940 | CL0273
PF21273 | CL0072
PF15907 | CL0186
PF21272 | CL0229
PF13289 | CL0063
PF18890 | CL0208
PF06080 | CL0063
PF08757 | CL0016
PF01642 | CL0036
PF11798 | CL0198
PF21198 | CL0123
PF02015 | CL0199
PF18697 | CL0010
PF06677 | CL0167
PF10304 | CL0020
PF01242 | CL0334
PF11232 | CL0616
PF21290 | CL0214
PF09511 | CL0179
PF07081 | CL0004
PF11970 | CL0192
PF04326 | CL0441
PF04587 | CL0118
PF05168 | CL0291
PF10323 | CL0192
PF10561 | CL0028
PF23005 | CL0792
PF18696 | CL0648
PF21246 | CL0020
PF08642 | CL0513
PF14822 | CL0125
PF17107 | CL0587
PF18703 | CL0159
PF03266 | CL0023
PF22989 | CL0010
PF18816 | CL0020
PF00087 | CL0117
PF15780 | CL0159
PF14783 | CL0186
PF12821 | CL0470
PF05757 | CL0752
PF17793 | CL0665
PF03481 | CL0113
PF11331 | CL0167
PF07504 | CL0320
PF12583 | CL0020
PF10440 | CL0214
PF14679 | CL0020
PF21325 | CL0020
PF18311 | CL0105
PF16787 | CL0382
PF02541 | CL0108
PF00917 | CL0389
PF17799 | CL0221
PF04275 | CL0023
PF08286 | CL0724
PF21072 | CL0020
PF02130 | CL0126
PF18580 | CL0123
PF20922 | CL0063
PF12768 | CL0186
PF16921 | CL0580
PF09597 | CL0003
PF16794 | CL0159
PF16353 | CL0159
PF01980 | CL0105
PF05585 | CL0129
PF17736 | CL0159
PF18359 | CL0010
PF03615 | CL0274
PF20867 | CL0020
PF18773 | CL0020
PF16218 | CL0125
PF04303 | CL0288
PF07289 | CL0266
PF06607 | CL0621
PF21271 | CL0632
PF13570 | CL0186
PF04305 | CL0044
PF13188 | CL0183
PF13820 | CL0723
PF10160 | CL0192
PF18552 | CL0123
PF06588 | CL0202
PF03219 | CL0015
PF11357 | CL0123
PF10359 | CL0760
PF10375 | CL0810
PF19317 | CL0148
PF02875 | CL0794
PF11397 | CL0110
PF21904 | CL0521
PF21257 | CL0229
PF12878 | CL0474
PF01923 | CL0601
PF18410 | CL0306
PF21858 | CL0125
PF21890 | CL0511
PF15891 | CL0498
PF08939 | CL0625
PF18142 | CL0676
PF10208 | CL0306
PF18383 | CL0188
PF06414 | CL0023
PF21363 | CL0229
PF12432 | CL0020
PF15625 | CL0154
PF19568 | CL0023
PF05790 | CL0159
PF14521 | CL0126
PF06395 | CL0188
PF03301 | CL0380
PF21294 | CL0004
PF14646 | CL0159
PF08917 | CL0117
PF21677 | CL0760
PF13230 | CL0052
PF12327 | CL0442
PF10451 | CL0021
PF15009 | CL0709
PF08198 | CL0306
PF10178 | CL0765
PF18114 | CL0123
PF14832 | CL0082
PF08562 | CL0213
PF13349 | CL0268
PF14781 | CL0186
PF05477 | CL0131
PF14779 | CL0186
PF15911 | CL0186
PF10313 | CL0186
PF11900 | CL0465
PF18802 | CL0687
PF14761 | CL0186
PF09371 | CL0805
PF12933 | CL0029
PF18358 | CL0010
PF19433 | CL0159
PF10022 | CL0059
PF06697 | CL0661
PF11781 | CL0167
PF08101 | CL0409
PF19584 | CL0792
PF01232 | CL0063
PF15979 | CL0036
PF18190 | CL0708
PF08303 | CL0023
PF07279 | CL0063
PF04172 | CL0064
PF21208 | CL0105
PF04115 | CL0029
PF22929 | CL0020
PF01847 | CL0287
PF15492 | CL0186
PF21883 | CL0521
PF03983 | CL0010
PF09364 | CL0254
PF21392 | CL0123
PF14929 | CL0020
PF14887 | CL0114
PF03059 | CL0063
PF08675 | CL0221
PF06632 | CL0777
PF21296 | CL0123
PF03894 | CL0254
PF21267 | CL0214
PF10179 | CL0159
PF09820 | CL0023
PF11768 | CL0186
PF06330 | CL0613
PF00480 | CL0108
PF06248 | CL0020
PF10293 | CL0760
PF02102 | CL0126
PF18409 | CL0708
PF21791 | CL0608
PF03161 | CL0324
PF21228 | CL0023
PF03222 | CL0062
PF09606 | CL0589
PF10443 | CL0023
PF10685 | CL0385
PF05039 | CL0083
PF15057 | CL0010
PF13380 | CL0063
PF16099 | CL0021
PF09363 | CL0591
PF12038 | CL0113
PF07160 | CL0123
PF21131 | CL0105
PF20925 | CL0020
PF11569 | CL0123
PF07228 | CL0238
PF21633 | CL0159
PF11608 | CL0221
PF20938 | CL0103
PF11531 | CL0266
PF21481 | CL0621
PF10200 | CL0351
PF14764 | CL0020
PF20936 | CL0705
PF09387 | CL0609
PF18011 | CL0014
PF01674 | CL0028
PF01152 | CL0090
PF02686 | CL0735
PF11710 | CL0192
PF04760 | CL0123
PF20145 | CL0707
PF07792 | CL0330
PF08634 | CL0236
PF11160 | CL0010
PF21182 | CL0489
PF04421 | CL0080
PF18717 | CL0687
PF10305 | CL0760
PF17829 | CL0202
PF22067 | CL0159
PF21008 | CL0220
PF02896 | CL0036
PF13521 | CL0023
PF08125 | CL0106
PF02446 | CL0036
PF18322 | CL0678
PF21264 | CL0023
PF13020 | CL0236
PF21116 | CL0220
PF00131 | CL0461
PF20846 | CL0221
PF21708 | CL0004
PF09084 | CL0177
PF09596 | CL0720
PF04721 | CL0202
PF20721 | CL0500
PF11563 | CL0090
PF14677 | CL0020
PF21675 | CL0760
PF17387 | CL0369
PF01229 | CL0036
PF13741 | CL0172
PF04371 | CL0197
PF06662 | CL0059
PF21796 | CL0123
PF10455 | CL0145
PF08991 | CL0351
PF03130 | CL0020
PF17187 | CL0116
PF22927 | CL0020
PF05219 | CL0063
PF12213 | CL0671
PF05548 | CL0126
PF21417 | CL0070
PF08622 | CL0116
PF18091 | CL0214
PF18398 | CL0678
PF21297 | CL0260
PF07082 | CL0028
PF13936 | CL0123
PF04820 | CL0063
PF12949 | CL0306
PF20703 | CL0023
PF04592 | CL0172
PF12813 | CL0464
PF05076 | CL0808
PF21913 | CL0065
PF21479 | CL0621
PF02326 | CL0255
PF18567 | CL0173
PF20628 | CL0032
PF20843 | CL0004
PF02180 | CL0551
PF21901 | CL0521
PF09757 | CL0028
PF07468 | CL0066
PF12751 | CL0159
PF20842 | CL0004
PF21123 | CL0105
PF09817 | CL0273
PF02033 | CL0494
PF21233 | CL0123
PF18597 | CL0010
PF01175 | CL0063
PF02961 | CL0003
PF12640 | CL0302
PF11978 | CL0433
PF01931 | CL0269
PF16565 | CL0479
PF21389 | CL0070
PF05497 | CL0037
PF17747 | CL0266
PF17796 | CL0666
PF14396 | CL0023
PF17748 | CL0266
PF21044 | CL0020
PF06041 | CL0020
PF08694 | CL0208
PF17795 | CL0666
PF16893 | CL0159
PF16556 | CL0159
PF01698 | CL0003
PF21605 | CL0159
PF22928 | CL0020
PF16687 | CL0186
PF00967 | CL0199
PF21902 | CL0521
PF14465 | CL0123
PF07919 | CL0212
PF06108 | CL0084
PF02838 | CL0546
PF14763 | CL0020
PF17971 | CL0159
PF17978 | CL0229
PF04252 | CL0098
PF04143 | CL0710
PF12907 | CL0361
PF02372 | CL0053
PF11312 | CL0063
PF18716 | CL0229
PF01439 | CL0461
PF00871 | CL0108
PF22384 | CL0177
PF21031 | CL0186
PF06925 | CL0113
PF05048 | CL0268
PF15749 | CL0811
PF16669 | CL0021
PF21459 | CL0123
PF16678 | CL0214
PF19189 | CL0020
PF22608 | CL0671
PF13806 | CL0516
PF00758 | CL0053
PF03824 | CL0292
PF08566 | CL0142
PF14788 | CL0220
PF12867 | CL0310
PF16090 | CL0010
PF14847 | CL0072
PF16759 | CL0459
PF09351 | CL0310
PF11229 | CL0020
PF18569 | CL0172
PF03671 | CL0072
PF15390 | CL0186
PF21051 | CL0561
PF15489 | CL0586
PF01855 | CL0254
PF01678 | CL0288
PF12643 | CL0231
PF18595 | CL0231
PF13824 | CL0175
PF10338 | CL0820
PF05463 | CL0079
PF09924 | CL0257
PF16984 | CL0648
PF02350 | CL0113
PF09607 | CL0123
PF07998 | CL0126
PF02657 | CL0233
PF09424 | CL0279
PF13757 | CL0029
PF14658 | CL0220
PF19427 | CL0020
PF12742 | CL0212
PF09478 | CL0203
PF15490 | CL0021
PF08639 | CL0773
PF02626 | CL0475
PF21676 | CL0760
PF19913 | CL0021
PF02254 | CL0063
PF08444 | CL0257
PF03146 | CL0353
PF04324 | CL0667
PF18408 | CL0361
PF21269 | CL0113
PF16472 | CL0186
PF06373 | CL0083
PF02778 | CL0476
PF10383 | CL0010
PF08168 | CL0186
PF12259 | CL0595
PF10302 | CL0072
PF08204 | CL0159
PF12243 | CL0020
PF12900 | CL0336
PF15269 | CL0361
PF01910 | CL0360
PF20998 | CL0020
PF02682 | CL0475
PF07366 | CL0051
PF11822 | CL0033
PF03314 | CL0110
PF22250 | CL0448
PF03575 | CL0014
PF21330 | CL0005
PF11929 | CL0465
PF16242 | CL0336
PF14493 | CL0123
PF02415 | CL0268
PF18295 | CL0223
PF14976 | CL0080
PF17283 | CL0167
PF06516 | CL0408
PF08787 | CL0004
PF16696 | CL0266
PF14954 | CL0196
PF18833 | CL0020
PF06232 | CL0321
PF22074 | CL0159
PF05287 | CL0520
PF21718 | CL0007
PF12351 | CL0375
PF05514 | CL0131
PF08587 | CL0214
PF18380 | CL0010
PF18391 | CL0020
PF03851 | CL0036
PF17175 | CL0063
PF02126 | CL0036
PF03385 | CL0110
PF18718 | CL0687
PF18434 | CL0005
PF21885 | CL0521
PF20882 | CL0729
PF04299 | CL0336
PF11895 | CL0617
PF02551 | CL0050
PF20630 | CL0320
PF07223 | CL0214
PF19040 | CL0264
PF09038 | CL0010
PF09284 | CL0103
PF17976 | CL0229
PF14908 | CL0548
PF01183 | CL0036
PF08014 | CL0126
PF10484 | CL0172
PF18028 | CL0020
PF21594 | CL0214
PF15802 | CL0186
PF18037 | CL0072
PF07168 | CL0184
PF07745 | CL0036
PF07950 | CL0335
PF13017 | CL0219
PF05684 | CL0064
PF02404 | CL0053
PF08690 | CL0706
PF06500 | CL0028
PF21156 | CL0369
PF13474 | CL0051
PF02739 | CL0280
PF07632 | CL0727
PF21177 | CL0159
PF21892 | CL0521
PF21341 | CL0361
PF16860 | CL0351
PF18474 | CL0236
PF10458 | CL0298
PF03102 | CL0036
PF05953 | CL0284
PF08438 | CL0023
PF09765 | CL0208
PF12946 | CL0001
PF12773 | CL0167
PF06907 | CL0320
PF19914 | CL0220
PF14542 | CL0257
PF04665 | CL0023
PF11028 | CL0111
PF05960 | CL0126
PF06314 | CL0403
PF08643 | CL0063
PF18418 | CL0465
PF16655 | CL0159
PF02839 | CL0535
PF07137 | CL0116
PF11767 | CL0221
PF18267 | CL0608
PF09230 | CL0263
PF22603 | CL0063
PF16803 | CL0063
PF04769 | CL0114
PF01113 | CL0063
PF18440 | CL0221
PF02063 | CL0756
PF15884 | CL0683
PF02237 | CL0010
PF07955 | CL0172
PF07063 | CL0104
PF09337 | CL0361
PF16674 | CL0266
PF21678 | CL0760
PF12849 | CL0177
PF21599 | CL0274
PF19016 | CL0188
PF00528 | CL0404
PF10420 | CL0159
PF18300 | CL0010
PF08277 | CL0168
PF02982 | CL0051
PF21035 | CL0020
PF00552 | CL0010
PF15627 | CL0154
